Climatelab code,Lat,Long,Start,End,Equipment,Type,Shelter
2703-4-MX-3,-34.7325,146.55917,07 Feb 2006,21 Jul 2011,MiG (Max),Dobbie (44382),
2703-4-MX-4,-34.7325,146.55917,21 Jul 2011,14 Feb 2012,MiG (Max),WIKA (M0584),
2703-4-MX-5,-34.7325,146.55917,14 Feb 2012,12 Aug 2013,MiG (Max),WIKA (30345),
2703-4-MX-6,-34.7325,146.55917,12 Aug 2013,13 May 2015,MiG (Max),WIKA (44379),

2703-3-DX-0,-34.7389,146.5689,01 Dec 1969,01 Jun 2000,DB: MiG,Dobbie (2765),
2703-4-DX-0,-34.7325,146.55917,01 Jun 2000,13 May 2015,DB: MiG,Dobbie (18768),

074253: Finley (CSIRO),-35.7111,145.6236,Apr 1995,Mar 2001
2713-1-PX-0,-35.7111,145.6236,03 May 1989,01 Oct 1998,Probe,Unknown (Unknown),
2713-1-PX-1,-35.7111,145.6236,01 Oct 1998,30 Apr 1999,Probe,Unknown (Unknown),

074258: Deniliquin Airport AWS,-35.5575,144.9458,Jun 1997,May 2019
2710-1-PX-0,-35.55747,144.94575,23 May 1997,03 Jun 1997,Probe,Rosemount (203),
2710-1-PS-0,-35.55747,144.94575,03 Jun 1997,Still active*,Probe,Rosemount (203),Small Stevenson

2710-1-DS-0,-35.55747,144.94575,21 Aug 2006,23 Jan 2013,DB: MiG,Dobbie (14619),Small Stevenson

074272: Kapooka (Defence),-35.1327,147.2512,Sep 2017,May 2019
2661-1-PX-0,-35.1327,147.2512,02 Aug 2017,Still active*,Probe,Rosemount ST2401 (21260-6),

075019: Hay Airport AWS,-34.5412,144.8345,Jun 2007,May 2019
2711-0-PX-0,-34.5412,144.83452,07 Jun 2007,Still active*,Probe,Rosemount (10145),

075028: Griffith CSIRO,-34.3183,146.0667,Jan 1915,Jun 1989
2680-0-AX-0,-34.3183,146.0667,01 Jan 1915,30 Jun 1989,AiG (Min),Unknown (Unknown),

2680-0-MX-0,-34.3183,146.0667,01 Jan 1915,30 Jun 1989,MiG (Max),Unknown (Unknown),

2680-0-TX-0,-34.3183,146.0667,01 Oct 1914,30 Jun 1989,Thermograph,Daily (Unknown),

2680-0-DX-0,-34.3183,146.0667,01 Jan 1915,30 Jun 1989,DB: MiG,Unknown (Unknown),

075031: Hay (Miller Street),-34.5194,144.8545,Jan 1881,Jan 2015
2711-1-AX-0,-34.5194,144.8545,01 Jan 1881,18 Jan 2005,AiG (Min),Dobbie (896),
2711-1-AX-1,-34.5194,144.8545,18 Jan 2005,10 May 2006,AiG (Min),Dobbie (24296),
2711-1-AX-2,-34.5194,144.8545,10 May 2006,13 May 2015,AiG (Min),Dobbie (43075),

2711-1-MX-0,-34.5194,144.8545,01 Jan 1881,14 Jun 1998,MiG (Max),Dobbie (15550),
2711-1-MX-1,-34.5194,144.8545,14 Jun 1998,13 May 2015,MiG (Max),Dobbie (M0386),

2711-1-DX-0,-34.5194,144.8545,01 Jan 1881,18 Nov 2007,DB: MiG,Dobbie (M0771),
2711-1-DX-1,-34.5194,144.8545,18 Nov 2007,13 May 2015,DB: MiG,Dobbie (M2823),

075032: Hillston Airport,-33.4915,145.5248,Jan 1907,May 2019
2675-0-AX-0,-33.49154,145.52487,01 Jan 1907,07 May 2001,AiG (Min),Dobbie (S6708),
2675-0-AX-1,-33.49154,145.52487,07 May 2001,14 May 2001,AiG (Min),Dobbie (19673),
2675-0-AX-2,-33.49154,145.52487,14 May 2001,10 Sep 2013,AiG (Min),Dobbie (19612),
2675-1-AX-0,-33.49154,145.52483,08 Sep 2014,Still active*,AiG (Min),Dobbie (22169),

2675-0-MX-0,-33.49154,145.52487,01 Jan 1907,01 Jun 2004,MiG (Max),Dobbie (3047),
2675-0-MX-1,-33.49154,145.52487,01 Jun 2004,10 Sep 2013,MiG (Max),WIKA (3047),
2675-0-MX-2,-33.49154,145.52487,24 Feb 2014,03 Apr 2014,MiG (Max),WIKA (3047),
2675-0-MX-3,-33.49154,145.52487,03 Apr 2014,08 Sep 2014,MiG (Max),Dobbie (23526),
2675-1-MX-0,-33.49154,145.52483,08 Sep 2014,13 Jul 2015,MiG (Max),Dobbie (23526),
2675-1-MX-1,-33.49154,145.52483,13 Jul 2015,Still active*,MiG (Max),WIKA (44393),

2675-0-DX-0,-33.49154,145.52487,01 Jan 1907,10 Sep 2013,DB: MiG,Dobbie (M6646),
2675-0-DX-1,-33.49154,145.52487,24 Feb 2014,08 Sep 2014,DB: MiG,Dobbie (M6646),
2675-1-DX-0,-33.49154,145.52483,08 Sep 2014,Still active*,DB: MiG,Dobbie (M6646),

075038: Koondrook State Forest,-35.6833,144.2167,Feb 1940,Dec 1956
NO METADATA AVAILABLE

075039: Lake Cargelligo Airport,-33.2832,146.3706,Jan 1907,May 2019
2672-0-AX-0,-33.28329,146.37071,01 Jan 1907,22 Jun 2010,AiG (Min),Dobbie (3789),
2672-0-AX-1,-33.28329,146.37071,22 Jun 2010,10 Jan 2012,AiG (Min),WIKA (31170),
2672-0-AX-2,-33.28329,146.37071,10 Jan 2012,10 Sep 2013,AiG (Min),Dobbie (M3485),
2672-1-AX-0,-33.28319,146.37064,10 Sep 2013,Still active*,AiG (Min),Dobbie (M3485),

2672-0-MX-0,-33.28329,146.37071,01 Jan 1907,07 Dec 2005,MiG (Max),Dobbie (M0598),
2672-0-MX-1,-33.28329,146.37071,07 Dec 2005,05 Jan 2010,MiG (Max),WIKA (44383),
2672-0-MX-2,-33.28329,146.37071,05 Jan 2010,28 Nov 2011,MiG (Max),WIKA (31326),
2672-0-MX-3,-33.28329,146.37071,28 Nov 2011,10 Sep 2013,MiG (Max),WIKA (32178),
2672-1-MX-0,-33.28319,146.37064,10 Sep 2013,05 Jan 2016,MiG (Max),WIKA (32178),
2672-1-MX-1,-33.28319,146.37064,05 Jan 2016,Still active*,MiG (Max),WIKA (44379),

2672-0-DX-0,-33.28329,146.37071,01 Jan 1907,10 Sep 2013,DB: MiG,Dobbie (M0778),
2672-1-DX-0,-33.28319,146.37064,10 Sep 2013,Still active*,DB: MiG,Dobbie (M0778),

075041: Griffith Airport AWS,-34.2487,146.0695,Aug 1970,May 2019
2681-0-AX-0,-34.2589,146.0603,20 Aug 1970,15 Jun 1998,AiG (Min),Dobbie (865),

2681-0-MX-0,-34.2589,146.0603,20 Aug 1970,15 Jun 1998,MiG (Max),Dobbie (M0386),

2681-0-PX-0,-34.2589,146.0603,05 Apr 2000,10 Apr 2000,Probe,Rosemount (0442),
2681-1-PX-0,-34.2487,146.0695,10 Apr 2000,Still active*,Probe,Rosemount (0442),

2681-0-DX-0,-34.2589,146.0603,20 Aug 1970,15 Jun 1998,DB: MiG,Dobbie (5600),
2681-0-DX-1,-34.2589,146.0603,05 Apr 2000,10 Apr 2000,DB: MiG,Dobbie (16759),
2681-1-DX-0,-34.2487,146.0695,10 Apr 2000,23 Jan 2013,DB: MiG,Dobbie (16759),

075046: Moulamein Post Office,-35.0885,144.0349,Aug 1970,Dec 1975
2733-0-AX-0,-35.08845,144.0349,01 Aug 1970,31 Dec 1976,AiG (Min),Unknown (Unknown),

2733-0-MX-0,-35.08845,144.0349,01 Aug 1970,31 Dec 1976,MiG (Max),Unknown (Unknown),

2733-0-DX-0,-35.08845,144.0349,01 Aug 1970,31 Dec 1976,DB: MiG,Unknown (Unknown),

075050: Naradhan (Uralba),-33.6104,146.3161,Jul 1970,May 1991
2669-0-AX-0,-33.6156,146.3242,01 May 1970,29 May 1991,AiG (Min),Unknown (Unknown),

2669-0-MX-0,-33.6156,146.3242,01 May 1970,29 May 1991,MiG (Max),Unknown (Unknown),

2669-0-DX-0,-33.6156,146.3242,01 May 1970,29 May 1991,DB: MiG,Unknown (Unknown),

075079: Yenda (Henry Street),-34.2502,146.1897,Jan 1925,Oct 1985
2681-2-AX-0,-34.2508,146.2108,01 Jan 1925,31 Dec 1985,AiG (Min),Dobbie (Unknown),

2681-2-MX-0,-34.2508,146.2108,01 Jan 1925,31 Dec 1985,MiG (Max),Dobbie (Unknown),

2681-2-DX-0,-34.2508,146.2108,01 Jan 1925,31 Dec 1985,DB: MiG,Dobbie (Unknown),

075080: Wanganella (Zara),-35.1721,144.6966,Jan 1914,Mar 1927
2710-2-AX-0,-35.17209,144.69659,01 Jan 1914,31 Mar 1927,AiG (Min),Unknown (Unknown),

2710-2-MX-0,-35.17209,144.69659,01 Jan 1914,31 Mar 1927,MiG (Max),Unknown (Unknown),

2710-2-DX-0,-35.17209,144.69659,01 Jan 1914,31 Mar 1927,DB: MiG,Unknown (Unknown),

075083: Werai,-35.3500,144.3000,Jan 1907,Jan 1925
NO METADATA AVAILABLE

075174: Griffith CSIRO,-34.3229,146.0684,Apr 1995,Sep 2003
2680-1-PX-0,-34.32286,146.06836,04 Aug 1989,01 Oct 2003,Probe,Unknown (Unknown),

075175: Hay CSIRO AWS,-34.5471,144.8670,Apr 1995,Sep 2007
2711-2-PX-0,-34.5471,144.867,03 May 1989,04 Sep 2007,Probe,Unknown (NONE),

076026: Merbein CSIRO Research Station,-34.2133,142.0400,Jul 1920,Oct 1975
3505-0-AX-0,-34.2133,142.04,01 Jul 1920,31 Oct 1975,AiG (Min),Unknown (Unknown),

3505-0-MX-0,-34.2133,142.04,01 Jul 1920,31 Oct 1975,MiG (Max),Unknown (Unknown),

3505-0-DX-0,-34.2133,142.04,01 Jul 1920,31 Oct 1975,DB: MiG,Unknown (Unknown),

076031: Mildura Airport,-34.2358,142.0867,Aug 1946,May 2019
3501-0-AL-0,-34.23053,142.08764,01 Sep 1946,14 Jul 1989,AiG (Min),Dobbie (3526),Large Stevenson
3501-1-AL-0,-34.2358,142.0867,14 Jul 1989,03 May 2000,AiG (Min),Dobbie (3526),Large Stevenson
3501-1-AS-0,-34.2358,142.0867,03 May 2000,22 Feb 2001,AiG (Min),Dobbie (3526),Small Stevenson
3501-1-AS-1,-34.2358,142.0867,22 Feb 2001,25 Jul 2008,AiG (Min),Dobbie (16995),Small Stevenson
3501-1-AS-2,-34.2358,142.0867,25 Jul 2008,01 Aug 2017,AiG (Min),Dobbie (M3314),Small Stevenson

3501-0-ML-0,-34.23053,142.08764,01 Sep 1946,14 Jul 1989,MiG (Max),Dobbie (14798),Large Stevenson
3501-1-ML-0,-34.2358,142.0867,14 Jul 1989,03 May 2000,MiG (Max),Dobbie (14798),Large Stevenson
3501-1-MS-0,-34.2358,142.0867,03 May 2000,27 Jul 2017,MiG (Max),Dobbie (14798),Small Stevenson

3501-1-PL-0,-34.2358,142.0867,01 Oct 1989,03 May 2000,Probe,Unknown (NONE),Large Stevenson
3501-1-PS-0,-34.2358,142.0867,03 May 2000,27 Jun 2012,Probe,Unknown (NONE),Small Stevenson
3501-1-PS-1,-34.2358,142.0867,27 Jun 2012,Still active*,Probe,Rosemount ST2401 (654),Small Stevenson

3501-0-DL-0,-34.23053,142.08764,01 Sep 1946,14 Jul 1989,DB: MiG,Dobbie (1896),Large Stevenson
3501-1-DL-0,-34.2358,142.0867,14 Jul 1989,03 May 2000,DB: MiG,Dobbie (1896),Large Stevenson
3501-1-DS-0,-34.2358,142.0867,03 May 2000,Unclear,DB: MiG,Dobbie (1896),Small Stevenson
3501-1-DS-1,-34.2358,142.0867,12 Oct 2000,13 Oct 2000,DB: MiG,Dobbie (15853),Small Stevenson
3501-1-DS-2,-34.2358,142.0867,12 Oct 2000,13 Oct 2000,DB: MiG,Dobbie (M1980),Small Stevenson
3501-1-DS-3,-34.2358,142.0867,12 Oct 2000,13 Oct 2000,DB: MiG,Dobbie (M2803),Small Stevenson

076038: Murrayville,-35.2628,141.1789,Apr 1915,Feb 1953
NO METADATA AVAILABLE

076047: Ouyen (Post Office),-35.0682,142.3125,Feb 1937,May 2019
3490-0-AX-0,-35.0694,142.3158,01 Feb 1937,23 Oct 2007,AiG (Min),Dobbie (M1704),
3490-0-AX-1,-35.0694,142.3158,23 Oct 2007,18 Aug 2011,AiG (Min),WIKA (27604),
3490-0-AX-2,-35.0694,142.3158,18 Aug 2011,01 May 2012,AiG (Min),Dobbie (25951),
3490-1-AX-0,-35.06822,142.31249,01 May 2012,27 Jan 2015,AiG (Min),Dobbie (25951),
3490-1-AX-1,-35.06822,142.31249,27 Jan 2015,25 Aug 2016,AiG (Min),Unknown (NONE),
3490-1-AX-2,-35.06822,142.31249,25 Aug 2016,Still active*,AiG (Min),Dobbie (25951),

3490-0-MX-0,-35.0694,142.3158,01 Feb 1937,07 Mar 2012,MiG (Max),Dobbie (3844),
3490-0-MX-1,-35.0694,142.3158,07 Mar 2012,01 May 2012,MiG (Max),WIKA (27692),
3490-1-MX-0,-35.06822,142.31249,01 May 2012,19 Jan 2017,MiG (Max),WIKA (27692),
3490-1-MX-1,-35.06822,142.31249,19 Jan 2017,26 Jan 2018,MiG (Max),WIKA (26021),
3490-1-MX-2,-35.06822,142.31249,26 Jan 2018,Still active*,MiG (Max),Dobbie (M1488),

3490-0-DX-0,-35.0694,142.3158,01 Feb 1937,01 May 2012,DB: MiG,Dobbie (12841),
3490-1-DX-0,-35.06822,142.31249,01 May 2012,25 Aug 2016,DB: MiG,Dobbie (12841),
3490-1-DX-1,-35.06822,142.31249,25 Aug 2016,Still active*,DB: MiG,Dobbie (M5985),

076064: Walpeup Research,-35.1201,142.0040,Jan 1939,May 2019
3507-0-AX-0,-35.12011,142.00396,01 Jan 1939,20 Mar 2002,AiG (Min),Dobbie (Unknown),

3507-0-MX-0,-35.12011,142.00396,01 Jan 1939,20 Mar 2002,MiG (Max),Dobbie (Unknown),

3507-0-PX-0,-35.12011,142.00396,19 Nov 1998,Still active*,Probe,Rosemount (359),

3507-0-DX-0,-35.12011,142.00396,01 Jan 1939,20 Mar 2002,DB: MiG,Dobbie (M2878),

076077: Mildura Post Office,-34.1833,142.2000,Jun 1889,Dec 1949
NO METADATA AVAILABLE

076125: Robinvale Consolidated School,-34.6000,142.7833,Dec 1970,Feb 1980
NO METADATA AVAILABLE

077004: Beulah,-35.9384,142.4202,Aug 1898,Sep 1975
NO METADATA AVAILABLE

077007: Birchip Post Office,-35.9825,142.9156,Nov 1911,Jan 1984
NO METADATA AVAILABLE

077010: Hopetoun Airport,-35.7151,142.3569,Jun 2004,May 2019
3396-0-PX-0,-35.71509,142.35692,17 Jun 2004,Still active*,Probe,Rosemount ST2401 (0786),

077035: Rainbow Post Office,-35.8975,141.9950,Apr 1912,Jun 1970
6015-0-AX-0,Undefined,Undefined,01 Apr 1912,30 Jun 1970,AiG (Min),Unknown (Unknown),

6015-0-MX-0,Undefined,Undefined,01 Apr 1912,30 Jun 1970,MiG (Max),Unknown (Unknown),

6015-0-DX-0,Undefined,Undefined,01 Dec 1964,30 Jun 1970,DB: MiG,Unknown (Unknown),

077042: Swan Hill Post Office,-35.3406,143.5533,Sep 1899,Dec 1996
3588-0-AX-0,-35.3406,143.5533,01 Sep 1899,16 Dec 1996,AiG (Min),Unknown (Unknown),

3588-0-MX-0,-35.3406,143.5533,01 Sep 1899,16 Dec 1996,MiG (Max),Unknown (Unknown),

3588-0-DX-0,-35.3406,143.5533,01 Sep 1899,16 Dec 1996,DB: MiG,Unknown (Unknown),

077094: Swan Hill Aerodrome,-35.3766,143.5416,Dec 1996,May 2019
3584-0-PX-0,-35.3766,143.5416,16 Dec 1996,24 Sep 1999,Probe,Rosemount (0142),
3584-0-PX-1,-35.3766,143.5416,24 Sep 1999,25 Jun 2007,Probe,Rosemount (107),
3584-0-PX-2,-35.3766,143.5416,25 Jun 2007,Still active*,Probe,Rosemount ST2401 (37),

078010: Dimboola,-36.4644,142.0327,Jan 1903,Dec 1907
NO METADATA AVAILABLE

078011: Donald Post Office,-36.4000,143.0000,May 1899,Jan 1966
NO METADATA AVAILABLE

078015: Nhill Aerodrome,-36.3092,141.6486,Jun 2003,May 2019
3418-0-PS-0,-36.3092,141.6486,11 Jun 2003,11 Apr 2012,Probe,Rosemount (0790),Small Stevenson
3418-0-PS-1,-36.3092,141.6486,11 Apr 2012,Still active*,Probe,Rosemount ST2401 (0623),Small Stevenson

078018: Kellalac (Warracknabeal Airport),-36.3204,142.4161,Dec 2016,May 2019
3393-0-PX-0,-36.32037,142.41612,24 Nov 2016,Still active*,Probe,Rosemount ST2401 (0325),

078031: Nhill,-36.3347,141.6367,Jan 1897,Dec 2008
3415-0-AX-0,-36.3347,141.6367,01 Mar 1897,13 Jul 2002,AiG (Min),Dobbie (19464),
3415-0-AX-1,-36.3347,141.6367,13 Jul 2002,07 Dec 2005,AiG (Min),Dobbie (20671),
3415-0-AX-2,-36.3347,141.6367,07 Dec 2005,27 Dec 2005,AiG (Min),Dobbie (19023),
3415-0-AX-3,-36.3347,141.6367,27 Dec 2005,31 Jan 2007,AiG (Min),Dobbie (25965),
3415-0-AX-4,-36.3347,141.6367,31 Jan 2007,01 Feb 2007,AiG (Min),Dobbie (27653),
3415-0-AX-5,-36.3347,141.6367,01 Feb 2007,01 Jan 2009,AiG (Min),Dobbie (25965),

3415-0-MX-0,-36.3347,141.6367,01 Mar 1897,15 May 2003,MiG (Max),Unknown (4891),
3415-0-MX-1,-36.3347,141.6367,15 May 2003,01 Jan 2009,MiG (Max),Dobbie (15583),

3415-0-DX-0,-36.3347,141.6367,01 Mar 1897,01 Jan 2009,DB: MiG,Dobbie (M5301),

078034: Serviceton,-36.3667,140.9833,Jan 1902,Sep 1971
NO METADATA AVAILABLE

078042: Wycheproof,-36.0775,143.2268,Jan 1903,Sep 1938
NO METADATA AVAILABLE

078045: Wail,-36.5167,142.1667,Feb 1952,Jun 1969
NO METADATA AVAILABLE

078072: Donald,-36.3702,143.0351,Oct 1966,Oct 2000
3480-0-AX-0,-36.37,142.9889,01 Nov 1966,01 Jun 2001,AiG (Min),Dobbie (Unknown),

3480-0-MX-0,-36.37,142.9889,01 Nov 1966,01 Jun 2001,MiG (Max),Dobbie (CBM5463),

3480-0-DX-0,-36.37,142.9889,01 Nov 1966,01 Jun 2001,DB: MiG,Dobbie (Unknown),

078077: Warracknabeal Museum,-36.2614,142.4050,Jun 1969,May 2019
3393-1-AX-0,-36.2614,142.405,01 Jun 1969,12 Oct 2004,AiG (Min),Dobbie (CBM4825),
3393-1-AX-1,-36.2614,142.405,12 Oct 2004,11 May 2017,AiG (Min),Dobbie (M1607),
3393-1-AX-2,-36.2614,142.405,11 May 2017,13 Feb 2019,AiG (Min),WIKA (30440),
3393-1-AX-3,-36.2614,142.405,13 Feb 2019,Still active*,AiG (Min),WIKA (43076),

3393-1-MX-0,-36.2614,142.405,01 Jun 1969,01 Aug 2011,MiG (Max),Dobbie (CBM2521),
3393-1-MX-1,-36.2614,142.405,01 Aug 2011,25 Aug 2016,MiG (Max),WIKA (31320),
3393-1-MX-2,-36.2614,142.405,25 Aug 2016,Still active*,MiG (Max),WIKA (44392),

3393-1-DX-0,-36.2614,142.405,01 Jun 1969,01 Aug 2011,DB: MiG,Dobbie (15864),
3393-1-DX-1,-36.2614,142.405,01 Aug 2011,Still active*,DB: MiG,WIKA (28617),

078086: Jeparit,-36.1400,141.9878,Jul 1915,Sep 1975
NO METADATA AVAILABLE

079001: Apsley,-37.0000,141.1000,Jan 1903,Dec 1907
NO METADATA AVAILABLE

079023: Horsham Polkemmet Rd,-36.6613,142.0687,Nov 1898,Apr 2012
3400-0-AX-0,-36.7133,142.2,21 Oct 1898,01 Jul 1952,AiG (Min),Dobbie (M6130),
3400-1-AX-0,-36.7147,142.2017,01 Jul 1952,18 Apr 1978,AiG (Min),Dobbie (M6130),
3400-2-AX-0,-36.7069,142.2147,18 Apr 1978,21 Oct 1980,AiG (Min),Dobbie (M6130),
3400-3-AX-0,-36.7556,142.2053,21 Oct 1980,27 Jan 1988,AiG (Min),Dobbie (M6130),
3400-4-AX-0,-36.6522,142.1053,27 Jan 1988,01 Aug 2002,AiG (Min),Dobbie (M6130),
3400-4-AX-1,-36.6522,142.1053,01 Jul 2002,30 May 2007,AiG (Min),Dobbie (20747),
3400-5-AX-0,-36.66131,142.06872,30 May 2007,Unclear,AiG (Min),Dobbie (20747),
3400-5-AX-1,-36.66131,142.06872,11 Jun 2009,12 Jun 2009,AiG (Min),WIKA (27607),
3400-5-AX-2,-36.66131,142.06872,12 Jun 2009,21 Jul 2010,AiG (Min),Dobbie (20747),
3400-5-AX-3,-36.66131,142.06872,21 Jul 2010,08 Apr 2012,AiG (Min),WIKA (27676),

3400-0-MX-0,-36.7133,142.2,21 Oct 1898,01 Jul 1952,MiG (Max),Dobbie (M1495),
3400-1-MX-0,-36.7147,142.2017,01 Jul 1952,18 Apr 1978,MiG (Max),Dobbie (M1495),
3400-2-MX-0,-36.7069,142.2147,18 Apr 1978,21 Oct 1980,MiG (Max),Dobbie (M1495),
3400-3-MX-0,-36.7556,142.2053,21 Oct 1980,27 Jan 1988,MiG (Max),Dobbie (M1495),
3400-4-MX-0,-36.6522,142.1053,27 Jan 1988,03 Jun 2004,MiG (Max),Dobbie (M1495),
3400-4-MX-1,-36.6522,142.1053,03 Jun 2004,30 May 2007,MiG (Max),Dobbie (CBM4609),
3400-5-MX-0,-36.66131,142.06872,30 May 2007,08 Apr 2012,MiG (Max),Dobbie (CBM4609),

3400-0-DX-0,-36.7133,142.2,21 Oct 1898,01 Jul 1952,DB: MiG,Dobbie (12540),
3400-1-DX-0,-36.7147,142.2017,01 Jul 1952,18 Apr 1978,DB: MiG,Dobbie (12540),
3400-2-DX-0,-36.7069,142.2147,18 Apr 1978,21 Oct 1980,DB: MiG,Dobbie (12540),
3400-3-DX-0,-36.7556,142.2053,21 Oct 1980,27 Jan 1988,DB: MiG,Dobbie (12540),
3400-4-DX-0,-36.6522,142.1053,27 Jan 1988,30 May 2007,DB: MiG,Dobbie (12540),
3400-5-DX-0,-36.66131,142.06872,30 May 2007,08 Apr 2012,DB: MiG,Dobbie (12540),

079028: Longerenong,-36.6722,142.2991,Jan 1891,May 2019
3399-0-PX-0,-36.6722,142.29912,14 Feb 1997,Still active*,Probe,Rosemount (0092),

079040: St Arnaud,-36.6175,143.2644,Sep 1896,Dec 1982
3478-0-AX-0,-36.6174,143.26457,01 Sep 1896,26 Jan 1983,AiG (Min),Unknown (Unknown),

3478-0-MX-0,-36.6174,143.26457,01 Sep 1896,26 Jan 1983,MiG (Max),Unknown (Unknown),

3478-0-DX-0,-36.6174,143.26457,01 Sep 1896,26 Jan 1983,DB: MiG,Unknown (Unknown),

079042: Stawell,-37.1000,142.8000,Jan 1903,May 1969
NO METADATA AVAILABLE

079080: Stawell,-37.0717,142.7908,Jun 1969,Feb 1998
3380-0-AX-0,-37.0717,142.7908,01 Jun 1969,13 Feb 1998,AiG (Min),Unknown (Unknown),

3380-0-MX-0,-37.0717,142.7908,01 Jun 1969,13 Feb 1998,MiG (Max),Unknown (Unknown),

3380-0-DX-0,-37.0717,142.7908,01 Jun 1969,13 Feb 1998,DB: MiG,Unknown (Unknown),

079097: Kanagulk,-37.1169,141.8031,May 2004,May 2019
3407-0-PX-0,-37.1169,141.8031,11 May 2004,Still active*,Probe,Rosemount (0782),

079099: Edenhope Airport,-37.0222,141.2657,Apr 2005,May 2019
3318-0-PX-0,-37.0222,141.26567,09 Mar 2005,Still active*,Probe,Rosemount (0097),

079100: Horsham Aerodrome,-36.6697,142.1731,Oct 1997,May 2019
3400-6-PX-0,-36.6711,142.1719,16 Oct 1997,01 Aug 2002,Probe,Rosemount (256),
3400-7-PX-0,-36.6697,142.1731,01 Aug 2002,30 Nov 2017,Probe,Rosemount (256),
3400-7-PX-1,-36.6697,142.1731,30 Nov 2017,Still active*,Probe,WIKA TR40 (113069-12),

079101: Pyrenees (Ben Nevis),-37.2281,143.2006,Dec 2007,May 2019
3469-0-PX-0,-37.22809,143.20058,18 Dec 2007,02 Aug 2011,Probe,Rosemount (406),
3469-0-PX-1,-37.22809,143.20058,02 Aug 2011,Still active*,Probe,Temp Control TCBMP01 (10261/1),

079103: Grampians (Mount William),-37.2950,142.6039,Dec 2005,May 2019
3380-1-PX-0,-37.295,142.6039,13 Dec 2005,Still active*,Probe,Rosemount ST2401 (0755),

079105: Stawell Aerodrome,-37.0720,142.7402,Feb 1996,May 2019
3380-2-PX-0,-37.06797,142.74123,12 Feb 1996,20 Oct 2010,Probe,Rosemount (0175),
3380-3-PX-0,-37.07198,142.74022,20 Oct 2010,Still active*,Probe,Rosemount (0175),

080002: Boort,-36.1160,143.7229,Jan 1907,Sep 1986
NO METADATA AVAILABLE

080006: Charlton Post Office,-36.3000,143.4000,Jan 1899,Sep 1971
NO METADATA AVAILABLE

080015: Echuca Aerodrome,-36.1647,144.7642,Jun 1881,May 2019
3564-0-AX-0,-36.1258,144.7497,01 Jun 1881,17 Oct 1967,AiG (Min),Dobbie (5019),
3564-1-AX-0,-36.1258,144.75,17 Oct 1967,11 Mar 1969,AiG (Min),Dobbie (5019),
3564-2-AX-0,-36.1269,144.7478,11 Mar 1969,24 Oct 1974,AiG (Min),Dobbie (5019),
3564-3-AX-0,-36.1292,144.7464,24 Oct 1974,23 Apr 1985,AiG (Min),Dobbie (5019),
3564-4-AX-0,-36.1647,144.7642,23 Apr 1985,16 Feb 2007,AiG (Min),Dobbie (5019),
3564-4-AX-1,-36.1647,144.7642,16 Feb 2007,11 Dec 2014,AiG (Min),Dobbie (27602),
3564-4-AX-2,-36.1647,144.7642,11 Dec 2014,Still active*,AiG (Min),Dobbie (20671),

3564-0-MX-0,-36.1258,144.7497,01 Jun 1881,17 Oct 1967,MiG (Max),Dobbie (M2410),
3564-1-MX-0,-36.1258,144.75,17 Oct 1967,11 Mar 1969,MiG (Max),Dobbie (M2410),
3564-2-MX-0,-36.1269,144.7478,11 Mar 1969,24 Oct 1974,MiG (Max),Dobbie (M2410),
3564-3-MX-0,-36.1292,144.7464,24 Oct 1974,23 Apr 1985,MiG (Max),Dobbie (M2410),
3564-4-MX-0,-36.1647,144.7642,23 Apr 1985,17 Jul 2017,MiG (Max),Dobbie (M2410),
3564-4-MX-1,-36.1647,144.7642,17 Jul 2017,Still active*,MiG (Max),Dobbie (30335),

3564-0-DX-0,-36.1258,144.7497,01 Jun 1881,17 Oct 1967,DB: MiG,Dobbie (1654),
3564-1-DX-0,-36.1258,144.75,17 Oct 1967,11 Mar 1969,DB: MiG,Dobbie (1654),
3564-2-DX-0,-36.1269,144.7478,11 Mar 1969,24 Oct 1974,DB: MiG,Dobbie (1654),
3564-3-DX-0,-36.1292,144.7464,24 Oct 1974,23 Apr 1985,DB: MiG,Dobbie (1654),
3564-4-DX-0,-36.1647,144.7642,23 Apr 1985,08 Mar 2012,DB: MiG,Dobbie (1654),
3564-4-DX-1,-36.1647,144.7642,08 Mar 2012,Still active*,DB: MiG,WIKA (27431),

080023: Kerang,-35.7236,143.9197,Jan 1903,May 2019
3579-0-AS-0,-35.7353,143.9197,01 Jan 1903,18 Jan 2000,AiG (Min),Dobbie (2992),Small Stevenson
3579-1-AS-0,-35.7233,143.9192,18 Jan 2000,11 Jul 2001,AiG (Min),Dobbie (2992),Small Stevenson
3579-2-AS-0,-35.7236,143.9197,11 Jul 2001,19 Aug 2003,AiG (Min),Dobbie (2992),Small Stevenson
3579-2-AS-1,-35.7236,143.9197,19 Aug 2003,24 Aug 2016,AiG (Min),Dobbie (3584),Small Stevenson
3579-2-AS-2,-35.7236,143.9197,24 Aug 2016,Still active*,AiG (Min),Dobbie (M0155),Small Stevenson

3579-0-MS-0,-35.7353,143.9197,01 Jan 1903,18 Jan 2000,MiG (Max),Dobbie (Unknown),Small Stevenson
